Epoch 0, Loss: 8.417248
Epoch 200, Loss: 0.199990
Epoch 400, Loss: 0.176367
Epoch 600, Loss: 0.167458
Epoch 800, Loss: 0.162405
Epoch 1000, Loss: 0.158986
Epoch 1200, Loss: 0.156443
Epoch 1400, Loss: 0.154435
Epoch 1600, Loss: 0.152786
Epoch 1800, Loss: 0.151389
Epoch 2000, Loss: 0.150174
Epoch 2200, Loss: 0.149090
Epoch 2400, Loss: 0.148100
Epoch 2600, Loss: 0.147169
Epoch 2800, Loss: 0.146268
Epoch 3000, Loss: 0.145363
Epoch 3200, Loss: 0.144421
Epoch 3400, Loss: 0.143399
Epoch 3600, Loss: 0.142239
Epoch 3800, Loss: 0.140858
Epoch 4000, Loss: 0.139117
Epoch 4200, Loss: 0.136752
Epoch 4400, Loss: 0.133164
Epoch 4600, Loss: 0.126461
Epoch 4800, Loss: 0.102283
